date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,053
¹;;S;I;R;;S;I;R;;S;E;I;R
149;;;;;;2147363793;93;119798;0,030;2147481749;15;54;1829
150;;;;;;2147363790;89;119804;0,029;2147481746;15;53;1833
151;;;;;;2147363787;85;119810;0,029;2147481744;15;52;1837
152;;;;;;2147363785;82;119816;0,029;2147481741;15;51;1840
153;;;;;;2147363783;78;119822;0,029;2147481738;14;51;1844
154;;;;;;2147363780;75;119828;0,029;2147481735;14;50;1847
155;;;;;;2147363778;72;119833;0,028;2147481733;14;49;1851
156;;;;;;2147363776;69;119838;0,028;2147481730;14;49;1854
157;;;;;;2147363774;66;119843;0,028;2147481728;14;48;1858
158;;;;;;2147363772;63;119847;0,028;2147481725;13;47;1861
159;;;;;;2147363771;61;119852;0,028;2147481722;13;47;1864
160;;;;;;2147363769;58;119856;0,027;2147481720;13;46;1868
161;;;;;;2147363767;56;119860;0,027;2147481718;13;46;1871
162;;;;;;2147363766;53;119864;0,027;2147481715;13;45;1874
163;;;;;;2147363764;51;119868;0,027;2147481713;13;44;1877
164;;;;;;2147363763;49;119871;0,027;2147481710;12;44;1880
165;;;;;;2147363762;47;119875;0,026;2147481708;12;43;1883
166;;;;;;2147363760;45;119878;0,026;2147481706;12;43;1886
167;;;;;;2147363759;43;119881;0,026;2147481703;12;42;1889
168;;;;;;2147363758;41;119884;0,026;2147481701;12;42;1892
169;;;;;;2147363757;39;119887;0,026;2147481699;12;41;1895
170;;;;;;2147363756;37;119890;0,025;2147481697;11;40;1898
171;;;;;;2147363755;36;119892;0,025;2147481695;11;40;1901
172;;;;;;2147363754;34;119895;0,025;2147481693;11;39;1904
173;;;;;;2147363753;32;119897;0,025;2147481691;11;39;1907
174;;;;;;2147363753;31;119899;0,025;2147481688;11;38;1909
175;;;;;;2147363752;30;119902;0,025;2147481686;11;38;1912
176;;;;;;2147363751;28;119904;0,024;2147481684;11;37;1915
177;;;;;;2147363750;27;119906;0,024;2147481682;10;37;1917
178;;;;;;2147363750;26;119908;0,024;2147481681;10;36;1920
179;;;;;;2147363749;25;119909;0,024;2147481679;10;36;1922
180;;;;;;2147363749;23;119911;0,024;2147481677;10;35;1925
181;;;;;;2147363748;22;119913;0,024;2147481675;10;35;1927
182;;;;;;2147363747;21;119914;0,023;2147481673;10;34;1930
183;;;;;;2147363747;20;119916;0,023;2147481671;10;34;1932
184;;;;;;2147363746;19;119917;0,023;2147481669;10;34;1935
185;;;;;;2147363746;18;119919;0,023;2147481668;9;33;1937
186;;;;;;2147363746;18;119920;0,023;2147481666;9;33;1939
187;;;;;;2147363745;17;119921;0,023;2147481664;9;32;1942
188;;;;;;2147363745;16;119922;0,022;2147481662;9;32;1944
189;;;;;;2147363744;15;119923;0,022;2147481661;9;31;1946
190;;;;;;2147363744;14;119924;0,022;2147481659;9;31;1948
191;;;;;;2147363744;14;119925;0,022;2147481657;9;31;1950
192;;;;;;2147363744;13;119926;0,022;2147481656;9;30;1953
193;;;;;;2147363743;12;119927;0,022;2147481654;8;30;1955
194;;;;;;2147363743;12;119928;0,021;2147481653;8;29;1957
